msg_id,thread_id,sent_at,from_addr,to_addr,subject,body
M00020,TH00010,2023-04-11,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-04,Accepted. 409.6 MT rice husk @ Rs 2004 PMT. Delivery 11-Apr-2023 positive.
M00021,TH00011,2023-04-17,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2023-04,"Requirement 191.4 MT mustard stalk, delivery on or before 17-Apr-2023. Kindly confirm rate."
M00022,TH00011,2023-04-17,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-04,Accepted. 191.4 MT mustard stalk @ Rs 2222 PMT. Delivery 17-Apr-2023 positive.
M00023,TH00012,2023-04-24,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2023-04,"Requirement 133.3 MT mustard stalk, delivery on or before 24-Apr-2023. Kindly confirm rate."
M00024,TH00012,2023-04-24,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-04,Ok for 133.3 MT at Rs 2199 per tonne. Loading will start before 24-Apr-2023.
M00025,TH00013,2023-04-15,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-04,We need 256.7 MT of rice husk. Can you commit by 15-Apr-2023?
M00026,TH00013,2023-04-15,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-04,Ok for 256.7 MT at Rs 1913 per tonne. Loading will start before 15-Apr-2023.
M00027,TH00014,2023-04-15,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-04,"Requirement 399.7 MT rice husk, delivery on or before 15-Apr-2023. Kindly confirm rate."
M00028,TH00014,2023-04-15,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-04,Accepted. 399.7 MT rice husk @ Rs 1975 PMT. Delivery 15-Apr-2023 positive.
M00029,TH00015,2023-04-14,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-04,"Requirement 370.0 MT rice husk, delivery on or before 14-Apr-2023. Kindly confirm rate."
M00030,TH00015,2023-04-14,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-04,Ok for 370.0 MT at Rs 1964 per tonne. Loading will start before 14-Apr-2023.
M00031,TH00016,2023-05-12,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2023-05,Please confirm availability of 313.0 MT rice husk for delivery by 12-May-2023.
M00032,TH00016,2023-05-12,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 313.0 MT rice husk at Rs 1997 per MT, delivery by 12-May-2023."
M00033,TH00017,2023-05-19,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement mustard stalk 2023-05,Please confirm availability of 407.7 MT mustard stalk for delivery by 19-May-2023.
M00034,TH00017,2023-05-19,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,Accepted. 407.7 MT mustard stalk @ Rs 2315 PMT. Delivery 19-May-2023 positive.
M00035,TH00018,2023-05-23,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement mustard stalk 2023-05,"Requirement 389.3 MT mustard stalk, delivery on or before 23-May-2023. Kindly confirm rate."
M00036,TH00018,2023-05-23,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,Ok for 389.3 MT at Rs 2325 per tonne. Loading will start before 23-May-2023.
M00037,TH00019,2023-05-27,purchase@marudharbiofuels.in,salasar@example.in,Requirement mustard stalk 2023-05,"Requirement 300.0 MT mustard stalk, delivery on or before 27-May-2023. Kindly confirm rate."
M00038,TH00019,2023-05-27,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,"Yes sir, 300.0 MT available. Rate Rs 2367/MT. Will dispatch before 27-May-2023."
M00039,TH00020,2023-05-21,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-05,"Requirement 184.5 MT rice husk, delivery on or before 21-May-2023. Kindly confirm rate."
M00040,TH00020,2023-05-21,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Accepted. 184.5 MT rice husk @ Rs 2066 PMT. Delivery 21-May-2023 positive.
M00041,TH00021,2023-05-14,purchase@marudharbiofuels.in,jai@example.in,Requirement mustard stalk 2023-05,Please confirm availability of 318.3 MT mustard stalk for delivery by 14-May-2023.
M00042,TH00021,2023-05-14,jai@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,"Yes sir, 318.3 MT available. Rate Rs 2311/MT. Will dispatch before 14-May-2023."
M00043,TH00022,2023-05-26,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-05,We need 392.5 MT of rice husk. Can you commit by 26-May-2023?
M00044,TH00022,2023-05-26,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 392.5 MT rice husk at Rs 1992 per MT, delivery by 26-May-2023."
M00045,TH00023,2023-05-14,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-05,We need 325.0 MT of rice husk. Can you commit by 14-May-2023?
M00046,TH00023,2023-05-14,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Accepted. 325.0 MT rice husk @ Rs 2031 PMT. Delivery 14-May-2023 positive.
M00047,TH00024,2023-05-12,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-05,Please confirm availability of 413.6 MT rice husk for delivery by 12-May-2023.
M00048,TH00024,2023-05-12,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Yes sir, 413.6 MT available. Rate Rs 1973/MT. Will dispatch before 12-May-2023."
M00049,TH00025,2023-05-24,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2023-05,Please confirm availability of 290.3 MT mustard stalk for delivery by 24-May-2023.
M00050,TH00025,2023-05-24,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,Accepted. 290.3 MT mustard stalk @ Rs 2368 PMT. Delivery 24-May-2023 positive.
M00051,TH00026,2023-05-27,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-05,We need 250.2 MT of rice husk. Can you commit by 27-May-2023?
M00052,TH00026,2023-05-27,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Accepted. 250.2 MT rice husk @ Rs 1981 PMT. Delivery 27-May-2023 positive.
M00053,TH00027,2023-05-18,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-05,We need 151.5 MT of rice husk. Can you commit by 18-May-2023?
M00054,TH00027,2023-05-18,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Yes sir, 151.5 MT available. Rate Rs 1991/MT. Will dispatch before 18-May-2023."
M00055,TH00028,2023-05-10,purchase@marudharbiofuels.in,nakoda@example.in,Requirement rice husk 2023-05,We need 253.8 MT of rice husk. Can you commit by 10-May-2023?
M00056,TH00028,2023-05-10,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Accepted. 253.8 MT rice husk @ Rs 2060 PMT. Delivery 10-May-2023 positive.
M00057,TH00029,2023-05-25,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-05,We need 313.4 MT of rice husk. Can you commit by 25-May-2023?
M00058,TH00029,2023-05-25,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 313.4 MT rice husk at Rs 2056 per MT, delivery by 25-May-2023."
M00059,TH00030,2023-05-18,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-05,"Requirement 395.8 MT rice husk, delivery on or before 18-May-2023. Kindly confirm rate."
M00060,TH00030,2023-05-18,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 395.8 MT rice husk at Rs 1970 per MT, delivery by 18-May-2023."
M00061,TH00031,2023-05-22,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-05,We need 377.2 MT of rice husk. Can you commit by 22-May-2023?
M00062,TH00031,2023-05-22,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Accepted. 377.2 MT rice husk @ Rs 2012 PMT. Delivery 22-May-2023 positive.
M00063,TH00032,2023-05-12,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-05,Please confirm availability of 287.5 MT rice husk for delivery by 12-May-2023.
M00064,TH00032,2023-05-12,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 287.5 MT rice husk at Rs 1978 per MT, delivery by 12-May-2023."
M00065,TH00033,2023-05-26,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-05,"Requirement 368.6 MT rice husk, delivery on or before 26-May-2023. Kindly confirm rate."
M00066,TH00033,2023-05-26,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,Ok for 368.6 MT at Rs 2045 per tonne. Loading will start before 26-May-2023.
M00067,TH00034,2023-05-24,purchase@marudharbiofuels.in,nakoda@example.in,Requirement rice husk 2023-05,Please confirm availability of 220.8 MT rice husk for delivery by 24-May-2023.
M00068,TH00034,2023-05-24,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-05,"Confirmed. We can supply 220.8 MT rice husk at Rs 1978 per MT, delivery by 24-May-2023."
M00069,TH00035,2023-05-10,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2023-05,"Requirement 178.8 MT mustard stalk, delivery on or before 10-May-2023. Kindly confirm rate."
M00070,TH00035,2023-05-10,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-05,Ok for 178.8 MT at Rs 2372 per tonne. Loading will start before 10-May-2023.
M00071,TH00036,2023-06-22,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-06,We need 180.9 MT of rice husk. Can you commit by 22-Jun-2023?
M00072,TH00036,2023-06-22,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Ok for 180.9 MT at Rs 2041 per tonne. Loading will start before 22-Jun-2023.
M00073,TH00037,2023-06-21,purchase@marudharbiofuels.in,salasar@example.in,Requirement mustard stalk 2023-06,We need 383.3 MT of mustard stalk. Can you commit by 21-Jun-2023?
M00074,TH00037,2023-06-21,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,Ok for 383.3 MT at Rs 2354 per tonne. Loading will start before 21-Jun-2023.
M00075,TH00038,2023-06-16,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2023-06,"Requirement 247.7 MT mustard stalk, delivery on or before 16-Jun-2023. Kindly confirm rate."
M00076,TH00038,2023-06-16,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,Ok for 247.7 MT at Rs 2311 per tonne. Loading will start before 16-Jun-2023.
M00077,TH00039,2023-06-10,purchase@marudharbiofuels.in,salasar@example.in,Requirement mustard stalk 2023-06,We need 242.4 MT of mustard stalk. Can you commit by 10-Jun-2023?
M00078,TH00039,2023-06-10,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,Accepted. 242.4 MT mustard stalk @ Rs 2312 PMT. Delivery 10-Jun-2023 positive.
M00079,TH00040,2023-06-26,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-06,"Requirement 226.2 MT rice husk, delivery on or before 26-Jun-2023. Kindly confirm rate."
M00080,TH00040,2023-06-26,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 226.2 MT rice husk @ Rs 2087 PMT. Delivery 26-Jun-2023 positive.
M00081,TH00041,2023-06-22,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-06,Please confirm availability of 401.5 MT rice husk for delivery by 22-Jun-2023.
M00082,TH00041,2023-06-22,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Ok for 401.5 MT at Rs 2030 per tonne. Loading will start before 22-Jun-2023.
M00083,TH00042,2023-06-21,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-06,"Requirement 263.3 MT rice husk, delivery on or before 21-Jun-2023. Kindly confirm rate."
M00084,TH00042,2023-06-21,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 263.3 MT rice husk @ Rs 2090 PMT. Delivery 21-Jun-2023 positive.
M00085,TH00043,2023-06-19,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-06,Please confirm availability of 356.4 MT rice husk for delivery by 19-Jun-2023.
M00086,TH00043,2023-06-19,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Confirmed. We can supply 356.4 MT rice husk at Rs 2052 per MT, delivery by 19-Jun-2023."
M00087,TH00044,2023-06-23,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2023-06,We need 251.0 MT of mustard stalk. Can you commit by 23-Jun-2023?
M00088,TH00044,2023-06-23,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,"Confirmed. We can supply 251.0 MT mustard stalk at Rs 2439 per MT, delivery by 23-Jun-2023."
M00089,TH00045,2023-06-19,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-06,Please confirm availability of 306.7 MT rice husk for delivery by 19-Jun-2023.
M00090,TH00045,2023-06-19,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Yes sir, 306.7 MT available. Rate Rs 2033/MT. Will dispatch before 19-Jun-2023."
M00091,TH00046,2023-06-11,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2023-06,We need 398.0 MT of mustard stalk. Can you commit by 11-Jun-2023?
M00092,TH00046,2023-06-11,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,Accepted. 398.0 MT mustard stalk @ Rs 2432 PMT. Delivery 11-Jun-2023 positive.
M00093,TH00047,2023-06-15,purchase@marudharbiofuels.in,salasar@example.in,Requirement mustard stalk 2023-06,"Requirement 135.1 MT mustard stalk, delivery on or before 15-Jun-2023. Kindly confirm rate."
M00094,TH00047,2023-06-15,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,"Confirmed. We can supply 135.1 MT mustard stalk at Rs 2337 per MT, delivery by 15-Jun-2023."
M00095,TH00048,2023-06-11,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2023-06,Please confirm availability of 125.8 MT rice husk for delivery by 11-Jun-2023.
M00096,TH00048,2023-06-11,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 125.8 MT rice husk @ Rs 2059 PMT. Delivery 11-Jun-2023 positive.
M00097,TH00049,2023-06-19,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-06,Please confirm availability of 251.6 MT rice husk for delivery by 19-Jun-2023.
M00098,TH00049,2023-06-19,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 251.6 MT rice husk @ Rs 2081 PMT. Delivery 19-Jun-2023 positive.
M00099,TH00050,2023-06-18,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2023-06,"Requirement 311.8 MT mustard stalk, delivery on or before 18-Jun-2023. Kindly confirm rate."
M00100,TH00050,2023-06-18,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-06,"Confirmed. We can supply 311.8 MT mustard stalk at Rs 2361 per MT, delivery by 18-Jun-2023."
M00101,TH00051,2023-06-10,purchase@marudharbiofuels.in,shree@example.in,Requirement rice husk 2023-06,"Requirement 166.5 MT rice husk, delivery on or before 10-Jun-2023. Kindly confirm rate."
M00102,TH00051,2023-06-10,shree@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 166.5 MT rice husk @ Rs 2023 PMT. Delivery 10-Jun-2023 positive.
M00103,TH00052,2023-06-18,purchase@marudharbiofuels.in,shri@example.in,Requirement rice husk 2023-06,Please confirm availability of 276.6 MT rice husk for delivery by 18-Jun-2023.
M00104,TH00052,2023-06-18,shri@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 276.6 MT rice husk @ Rs 2047 PMT. Delivery 18-Jun-2023 positive.
M00105,TH00053,2023-06-28,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-06,"Requirement 158.5 MT rice husk, delivery on or before 28-Jun-2023. Kindly confirm rate."
M00106,TH00053,2023-06-28,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,Accepted. 158.5 MT rice husk @ Rs 2030 PMT. Delivery 28-Jun-2023 positive.
M00107,TH00054,2023-06-10,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-06,Please confirm availability of 168.2 MT rice husk for delivery by 10-Jun-2023.
M00108,TH00054,2023-06-10,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Confirmed. We can supply 168.2 MT rice husk at Rs 2128 per MT, delivery by 10-Jun-2023."
M00109,TH00055,2023-06-12,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2023-06,Please confirm availability of 194.1 MT rice husk for delivery by 12-Jun-2023.
M00110,TH00055,2023-06-12,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Confirmed. We can supply 194.1 MT rice husk at Rs 2027 per MT, delivery by 12-Jun-2023."
M00111,TH00056,2023-06-14,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2023-06,"Requirement 129.9 MT rice husk, delivery on or before 14-Jun-2023. Kindly confirm rate."
M00112,TH00056,2023-06-14,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Confirmed. We can supply 129.9 MT rice husk at Rs 2016 per MT, delivery by 14-Jun-2023."
M00113,TH00057,2023-06-26,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-06,We need 234.0 MT of rice husk. Can you commit by 26-Jun-2023?
M00114,TH00057,2023-06-26,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-06,"Confirmed. We can supply 234.0 MT rice husk at Rs 2111 per MT, delivery by 26-Jun-2023."
M00115,TH00058,2023-07-10,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2023-07,"Requirement 366.2 MT mustard stalk, delivery on or before 10-Jul-2023. Kindly confirm rate."
M00116,TH00058,2023-07-10,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,Ok for 366.2 MT at Rs 2485 per tonne. Loading will start before 10-Jul-2023.
M00117,TH00059,2023-07-12,purchase@marudharbiofuels.in,khatu@example.in,Requirement mustard stalk 2023-07,We need 226.6 MT of mustard stalk. Can you commit by 12-Jul-2023?
M00118,TH00059,2023-07-12,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,Ok for 226.6 MT at Rs 2513 per tonne. Loading will start before 12-Jul-2023.
M00119,TH00060,2023-07-13,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2023-07,"Requirement 146.5 MT mustard stalk, delivery on or before 13-Jul-2023. Kindly confirm rate."
M00120,TH00060,2023-07-13,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,"Confirmed. We can supply 146.5 MT mustard stalk at Rs 2443 per MT, delivery by 13-Jul-2023."
M00121,TH00061,2023-07-22,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-07,We need 170.9 MT of rice husk. Can you commit by 22-Jul-2023?
M00122,TH00061,2023-07-22,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Accepted. 170.9 MT rice husk @ Rs 2160 PMT. Delivery 22-Jul-2023 positive.
M00123,TH00062,2023-07-24,purchase@marudharbiofuels.in,maa@example.in,Requirement rice husk 2023-07,"Requirement 257.5 MT rice husk, delivery on or before 24-Jul-2023. Kindly confirm rate."
M00124,TH00062,2023-07-24,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Ok for 257.5 MT at Rs 2158 per tonne. Loading will start before 24-Jul-2023.
M00125,TH00063,2023-07-25,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2023-07,Please confirm availability of 398.6 MT mustard stalk for delivery by 25-Jul-2023.
M00126,TH00063,2023-07-25,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,"Confirmed. We can supply 398.6 MT mustard stalk at Rs 2473 per MT, delivery by 25-Jul-2023."
M00127,TH00064,2023-07-13,purchase@marudharbiofuels.in,khatu@example.in,Requirement rice husk 2023-07,"Requirement 313.3 MT rice husk, delivery on or before 13-Jul-2023. Kindly confirm rate."
M00128,TH00064,2023-07-13,khatu@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,"Confirmed. We can supply 313.3 MT rice husk at Rs 2155 per MT, delivery by 13-Jul-2023."
M00129,TH00065,2023-07-10,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-07,"Requirement 393.6 MT rice husk, delivery on or before 10-Jul-2023. Kindly confirm rate."
M00130,TH00065,2023-07-10,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Accepted. 393.6 MT rice husk @ Rs 2202 PMT. Delivery 10-Jul-2023 positive.
M00131,TH00066,2023-07-15,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-07,"Requirement 204.2 MT rice husk, delivery on or before 15-Jul-2023. Kindly confirm rate."
M00132,TH00066,2023-07-15,salasar@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Ok for 204.2 MT at Rs 2164 per tonne. Loading will start before 15-Jul-2023.
M00133,TH00067,2023-07-21,purchase@marudharbiofuels.in,new@example.in,Requirement rice husk 2023-07,Please confirm availability of 121.9 MT rice husk for delivery by 21-Jul-2023.
M00134,TH00067,2023-07-21,new@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Accepted. 121.9 MT rice husk @ Rs 2137 PMT. Delivery 21-Jul-2023 positive.
M00135,TH00068,2023-07-15,purchase@marudharbiofuels.in,maa@example.in,Requirement mustard stalk 2023-07,Please confirm availability of 350.3 MT mustard stalk for delivery by 15-Jul-2023.
M00136,TH00068,2023-07-15,maa@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,"Yes sir, 350.3 MT available. Rate Rs 2458/MT. Will dispatch before 15-Jul-2023."
M00137,TH00069,2023-07-26,purchase@marudharbiofuels.in,nakoda@example.in,Requirement rice husk 2023-07,Please confirm availability of 255.8 MT rice husk for delivery by 26-Jul-2023.
M00138,TH00069,2023-07-26,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,"Confirmed. We can supply 255.8 MT rice husk at Rs 2124 per MT, delivery by 26-Jul-2023."
M00139,TH00070,2023-07-10,purchase@marudharbiofuels.in,nakoda@example.in,Requirement mustard stalk 2023-07,Please confirm availability of 136.5 MT mustard stalk for delivery by 10-Jul-2023.
M00140,TH00070,2023-07-10,nakoda@example.in,purchase@marudharbiofuels.in,RE: Requirement mustard stalk 2023-07,"Confirmed. We can supply 136.5 MT mustard stalk at Rs 2472 per MT, delivery by 10-Jul-2023."
M00141,TH00071,2023-07-15,purchase@marudharbiofuels.in,sanwariya@example.in,Requirement rice husk 2023-07,Please confirm availability of 171.1 MT rice husk for delivery by 15-Jul-2023.
M00142,TH00071,2023-07-15,sanwariya@example.in,purchase@marudharbiofuels.in,RE: Requirement rice husk 2023-07,Accepted. 171.1 MT rice husk @ Rs 2123 PMT. Delivery 15-Jul-2023 positive.
M00143,TH00072,2023-07-16,purchase@marudharbiofuels.in,salasar@example.in,Requirement rice husk 2023-07,We need 146.1 MT of rice husk. Can you commit by 16-Jul-2023?
